Префикс;Производитель;Наименование;Цвет;СО;РО;РОС;Р;П;ОП;"Возвр. на склад"
"Универсальная коляска";Jetem;"N-Joy (2 в 1) Blue";;0;0;0;0;0;0;0
"Универсальная коляска";Jetem;"N-Joy (2 в 1) Green";;0;0;0;0;0;0;0
"Универсальная коляска";Jetem;"N-Joy (2 в 1) Red";;0;0;0;0;0;0;0
"Детский комод";Papaloni;"Olivia 510 Белый";;0;2;0;0;0;0;0
"Детский комод";Papaloni;"Olivia 510 Слоновая кость";;0;0;0;0;0;0;0
"Детский комод";Papaloni;"Olivia 510 Желто-белый";;0;0;0;0;0;0;0
"Детский комод";Papaloni;"Olivia 510 Зелено-белый";;0;0;0;0;0;0;0
"Прогулочная коляска";Jetem;"Paris Lake Blue";;0;0;0;0;0;0;0
"Прогулочная коляска";Jetem;"Paris Olive Green";;0;0;0;0;0;0;0
"Прогулочная коляска";Jetem;"Paris Pink";;0;0;0;0;0;0;0
"Прогулочная коляска";Jetem;"Paris Beige";;0;0;0;0;0;0;0
"Детский пеленальный комод";Papaloni;"Luna 760 Белый";;0;0;0;0;0;0;0
"Детский пеленальный комод";Papaloni;"Luna 760 Какао-гоголь-моголь";;0;0;0;0;0;0;0
"Детский пеленальный комод";Papaloni;"Luna 760 Слоновая кость";;0;0;0;0;0;0;0
"Детский пеленальный комод";Papaloni;"Luna 760 Коралл-дымка";;0;0;0;0;0;0;0
"Детский пеленальный комод";Papaloni;"Luna 760 Морская бирюза";;0;0;0;0;0;0;0
"Детский пеленальный комод";Papaloni;"Luna 760 Слива венгерка";;0;0;0;0;0;0;0
"Детский пеленальный комод";Papaloni;"Luna 760 Фиалка";;0;0;0;0;0;0;0
"Детский пеленальный комод";Papaloni;"Luna 760 Шафран";;0;0;0;0;0;0;0
"Детский комод";Papaloni;"Luna 650 Какао/ Гоголь-моголь";;0;0;0;0;0;0;0
"Детский комод";Papaloni;"Luna 650 Коралл дымка";;0;0;0;0;0;0;0
"Детский комод";Papaloni;"Luna 650 Морская бирюза";;0;0;0;0;0;0;0
